C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0001.jpg,dataset2\leopard_0001.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0002.jpg,dataset2\leopard_0002.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0003.jpg,dataset2\leopard_0003.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0004.jpg,dataset2\leopard_0004.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0005.jpg,dataset2\leopard_0005.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0006.jpg,dataset2\leopard_0006.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0007.jpg,dataset2\leopard_0007.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0008.jpg,dataset2\leopard_0008.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0009.jpg,dataset2\leopard_0009.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0010.jpg,dataset2\leopard_0010.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0011.jpg,dataset2\leopard_0011.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0012.jpg,dataset2\leopard_0012.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0013.jpg,dataset2\leopard_0013.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0014.jpg,dataset2\leopard_0014.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0015.jpg,dataset2\leopard_0015.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0016.jpg,dataset2\leopard_0016.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0017.jpg,dataset2\leopard_0017.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0018.jpg,dataset2\leopard_0018.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0019.jpg,dataset2\leopard_0019.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0020.jpg,dataset2\leopard_0020.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0021.jpg,dataset2\leopard_0021.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0022.jpg,dataset2\leopard_0022.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0023.jpg,dataset2\leopard_0023.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0024.jpg,dataset2\leopard_0024.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0025.jpg,dataset2\leopard_0025.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0026.jpg,dataset2\leopard_0026.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0027.jpg,dataset2\leopard_0027.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0028.jpg,dataset2\leopard_0028.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0029.jpg,dataset2\leopard_0029.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0030.jpg,dataset2\leopard_0030.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0031.jpg,dataset2\leopard_0031.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\leopard_0032.jpg,dataset2\leopard_0032.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0001.jpg,dataset2\tiger_0001.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0002.jpg,dataset2\tiger_0002.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0003.jpg,dataset2\tiger_0003.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0004.jpg,dataset2\tiger_0004.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0005.jpg,dataset2\tiger_0005.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0006.jpg,dataset2\tiger_0006.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0007.jpg,dataset2\tiger_0007.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0008.jpg,dataset2\tiger_0008.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0009.jpg,dataset2\tiger_0009.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0010.jpg,dataset2\tiger_0010.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0011.jpg,dataset2\tiger_0011.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0012.jpg,dataset2\tiger_0012.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0013.jpg,dataset2\tiger_0013.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0014.jpg,dataset2\tiger_0014.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0015.jpg,dataset2\tiger_0015.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0016.jpg,dataset2\tiger_0016.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0017.jpg,dataset2\tiger_0017.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0018.jpg,dataset2\tiger_0018.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0019.jpg,dataset2\tiger_0019.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0020.jpg,dataset2\tiger_0020.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0021.jpg,dataset2\tiger_0021.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0022.jpg,dataset2\tiger_0022.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0023.jpg,dataset2\tiger_0023.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0024.jpg,dataset2\tiger_0024.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0025.jpg,dataset2\tiger_0025.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0026.jpg,dataset2\tiger_0026.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0027.jpg,dataset2\tiger_0027.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0028.jpg,dataset2\tiger_0028.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0029.jpg,dataset2\tiger_0029.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0030.jpg,dataset2\tiger_0030.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0031.jpg,dataset2\tiger_0031.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0032.jpg,dataset2\tiger_0032.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0033.jpg,dataset2\tiger_0033.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0034.jpg,dataset2\tiger_0034.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0035.jpg,dataset2\tiger_0035.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0036.jpg,dataset2\tiger_0036.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0037.jpg,dataset2\tiger_0037.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0038.jpg,dataset2\tiger_0038.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0039.jpg,dataset2\tiger_0039.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset2\tiger_0040.jpg,dataset2\tiger_0040.jpg,tiger
